-0.7083,-0.7083,-0.8381,-0.9684,0.2917,0.16193,0.03158,,-0.7083,0.1298,0.1303,
-0.70764,-0.70764,-0.8396,-0.9721,0.29236,0.16039,0.02785,,-0.70764,0.13196,0.1325,
-0.70361,-0.70361,-0.8385,-0.9743,0.29639,0.16146,0.0257,,-0.70361,0.13489,0.1358,
-0.6962,-0.6962,-0.8343,-0.974,0.3038,0.16574,0.02603,,-0.6962,0.1381,0.1397,
-0.68708,-0.68708,-0.8268,-0.9687,0.31292,0.17316,0.03134,,-0.68708,0.13972,0.1419,
-0.67687,-0.67687,-0.816,-0.9571,0.32313,0.18397,0.04293,,-0.67687,0.13913,0.1411,
-0.66471,-0.66471,-0.8014,-0.9397,0.33529,0.19864,0.0603,,-0.66471,0.13669,0.1383,
-0.65017,-0.65017,-0.783,-0.9172,0.34983,0.21703,0.08278,,-0.65017,0.13283,0.1342,
-0.63284,-0.63284,-0.761,-0.8904,0.36716,0.23901,0.10959,,-0.63284,0.12816,0.1294,
-0.6126,-0.6126,-0.7354,-0.8597,0.38741,0.26462,0.14029,,-0.6126,0.1228,0.1243,
-0.59085,-0.59085,-0.7068,-0.8243,0.40915,0.29315,0.17566,,-0.59085,0.11595,0.1175,
-0.56824,-0.56824,-0.6759,-0.7845,0.43176,0.32408,0.21554,,-0.56824,0.10766,0.1086,
-0.54382,-0.54382,-0.6427,-0.742,0.45618,0.35726,0.25803,,-0.54382,0.09888,0.0993,
-0.51703,-0.51703,-0.6079,-0.6986,0.48297,0.39214,0.30137,,-0.51703,0.09087,0.0907,
-0.48755,-0.48755,-0.5717,-0.6557,0.51245,0.42828,0.34433,,-0.48755,0.08415,0.084,
-0.45533,-0.45533,-0.5343,-0.6135,0.54467,0.46569,0.38653,,-0.45533,0.07897,0.0792,
-0.42173,-0.42173,-0.496,-0.5708,0.57827,0.50397,0.42918,,-0.42173,0.07427,0.0748,
-0.38764,-0.38764,-0.4571,-0.5268,0.61236,0.54294,0.47323,,-0.38764,0.06946,0.0697,
-0.35232,-0.35232,-0.417,-0.4818,0.64768,0.58303,0.51816,,-0.35232,0.06468,0.0648,
-0.31531,-0.31531,-0.3757,-0.4364,0.68469,0.62431,0.56365,,-0.31531,0.06039,0.0607,
-0.27655,-0.27655,-0.3331,-0.3901,0.72345,0.66693,0.60991,,-0.27655,0.05655,0.057,
-0.23618,-0.23618,-0.2887,-0.3423,0.76382,0.71128,0.6577,,-0.23618,0.05252,0.0536,
-0.19552,-0.19552,-0.2427,-0.2913,0.80448,0.75733,0.70875,,-0.19552,0.04718,0.0486,
-0.15553,-0.15553,-0.1951,-0.2358,0.84447,0.80489,0.76418,,-0.15553,0.03957,0.0407,
-0.11554,-0.11554,-0.1459,-0.1769,0.88446,0.85414,0.82312,,-0.11554,0.03036,0.031,
-0.07491,-0.07491,-0.0951,-0.1158,0.92509,0.90485,0.88423,,-0.07491,0.02019,0.0207,
-0.03356,-0.03356,-0.0435,-0.0535,0.96644,0.95653,0.9465,,-0.03356,0.00994,0.01,
0.00849,0.00849,0.00892,0.00917,1.00849,1.00892,1.00917,,0.00849,0.00043,0.00025,
0.05019,0.05019,0.06136,0.0724,1.05019,1.06136,1.0724,,0.05019,0.01117,0.01104,
0.09067,0.09067,0.11313,0.13601,1.09067,1.11313,1.13601,,0.09067,0.02246,0.02288,
0.13061,0.13061,0.16395,0.19829,1.13061,1.16395,1.19829,,0.13061,0.03334,0.03434,
0.17075,0.17075,0.21347,0.25745,1.17075,1.21347,1.25745,,0.17075,0.04272,0.04398,
0.21116,0.21116,0.26126,0.31265,1.21116,1.26126,1.31265,,0.21116,0.0501,0.05139,
0.25166,0.25166,0.30733,0.3639,1.25166,1.30733,1.3639,,0.25166,0.05567,0.05657,
0.29121,0.29121,0.35155,0.41239,1.29121,1.35155,1.41239,,0.29121,0.06034,0.06084,
0.32881,0.32881,0.39381,0.45936,1.32881,1.39381,1.45936,,0.32881,0.065,0.06555,
0.36492,0.36492,0.43447,0.5047,1.36492,1.43447,1.5047,,0.36492,0.06955,0.07023,
0.40022,0.40022,0.47383,0.54801,1.40022,1.47383,1.54801,,0.40022,0.07361,0.07418,
0.43464,0.43464,0.51193,0.58959,1.43464,1.51193,1.58959,,0.43464,0.07729,0.07766,
0.46793,0.46793,0.54904,0.63014,1.46793,1.54904,1.63014,,0.46793,0.08111,0.0811,
0.49915,0.49915,0.58517,0.67089,1.49915,1.58517,1.67089,,0.49915,0.08602,0.08572,
0.52738,0.52738,0.62002,0.71267,1.52738,1.62002,1.71267,,0.52738,0.09264,0.09265,
0.55314,0.55314,0.65355,0.75452,1.55314,1.65355,1.75452,,0.55314,0.10041,0.10097,
0.5773,0.5773,0.68557,0.79475,1.5773,1.68557,1.79475,,0.5773,0.10827,0.10918,
0.59999,0.59999,0.71554,0.83223,1.59999,1.71554,1.83223,,0.59999,0.11555,0.11669,
0.62107,0.62107,0.74311,0.8663,1.62107,1.74311,1.8663,,0.62107,0.12204,0.12319,
0.63987,0.63987,0.76783,0.89693,1.63987,1.76783,1.89693,,0.63987,0.12796,0.1291,
0.65561,0.65561,0.78912,0.92414,1.65561,1.78912,1.92414,,0.65561,0.13351,0.13502,
